[0, 1593427073, -2, 195] 
[0, 1593427073, -2, 195] 
[9, 1593427073, 0, 195] 
[0, 1593427073, -2, 190] 
[0, 1593427073, -2, 190] 
[9, 1593427073, 0, 190] 
[0, 1593427073, -2, 185] 
[0, 1593427073, -2, 185] 
[9, 1593427073, 0, 185] 
[0, 1593427073, -2, 180] 
[0, 1593427073, -2, 180] 
[9, 1593427073, 0, 180] 
[0, 1593427073, -2, 175] 
[0, 1593427073, -2, 175] 
[9, 1593427073, 0, 175] 
[0, 1593427073, -2, 170] 
[0, 1593427073, -2, 170] 
[9, 1593427073, 0, 170] 
[0, 1593427073, -2, 165] 
[0, 1593427073, -2, 165] 
[9, 1593427073, 0, 165] 
[0, 1593427073, -2, 160] 
[0, 1593427073, -2, 160] 
[9, 1593427074, 0, 160] 
[0, 1593427074, -2, 155] 
[0, 1593427074, -2, 155] 
[9, 1593427074, 0, 155] 
[0, 1593427074, -2, 150] 
[0, 1593427074, -2, 150] 
[9, 1593427074, 0, 150] 
[0, 1593427074, -2, 145] 
[0, 1593427074, -2, 145] 
[9, 1593427074, 0, 145] 
[0, 1593427074, -2, 140] 
[0, 1593427074, -2, 140] 
[9, 1593427074, 0, 140] 
[0, 1593427074, -2, 135] 
[0, 1593427074, -2, 135] 
[9, 1593427074, 0, 135] 
[0, 1593427074, -2, 130] 
[0, 1593427074, -2, 130] 
[9, 1593427074, 0, 130] 
[0, 1593427074, -2, 125] 
[0, 1593427074, -2, 125] 
[9, 1593427074, 0, 125] 
[0, 1593427074, -2, 120] 
[0, 1593427074, -2, 120] 
[9, 1593427074, 0, 120] 
[0, 1593427074, -2, 115] 
[0, 1593427074, -2, 115] 
[9, 1593427074, 0, 115] 
[0, 1593427074, -2, 110] 
[0, 1593427074, -2, 110] 
[9, 1593427074, 0, 110] 
[0, 1593427074, -2, 105] 
[0, 1593427074, -2, 105] 
[9, 1593427074, 0, 105] 
[0, 1593427074, -2, 100] 
[0, 1593427074, -2, 100] 
[9, 1593427074, 0, 100] 
[0, 1593427074, -2, 95] 
[0, 1593427074, -2, 95] 
[9, 1593427074, 0, 95] 
[0, 1593427074, -2, 90] 
[0, 1593427074, -2, 90] 
[9, 1593427074, 0, 90] 
[0, 1593427074, -2, 85] 
[0, 1593427074, -2, 85] 
[9, 1593427074, 0, 85] 
[0, 1593427074, -2, 80] 
[0, 1593427074, -2, 80] 
[9, 1593427074, 0, 80] 
[0, 1593427074, -2, 75] 
[0, 1593427074, -2, 75] 
[9, 1593427074, 0, 75] 
[0, 1593427074, -2, 70] 
[0, 1593427074, -2, 70] 
[9, 1593427074, 0, 70] 
[0, 1593427074, -2, 65] 
[0, 1593427074, -2, 65] 
[9, 1593427074, 0, 65] 
[0, 1593427074, -2, 60] 
[0, 1593427074, -2, 60] 
[9, 1593427074, 0, 60] 
[0, 1593427074, -2, 55] 
[0, 1593427074, -2, 55] 
[9, 1593427074, 0, 55] 
[0, 1593427074, -2, 50] 
[0, 1593427074, -2, 50] 
[9, 1593427074, 0, 50] 
[0, 1593427074, -2, 45] 
[0, 1593427074, -2, 45] 
[9, 1593427074, 0, 45] 
[0, 1593427074, -2, 40] 
[0, 1593427074, -2, 40] 
[9, 1593427074, 0, 40] 
[0, 1593427074, -2, 35] 
[0, 1593427074, -2, 35] 
[9, 1593427074, 0, 35] 
[0, 1593427074, -2, 30] 
[0, 1593427074, -2, 30] 
[9, 1593427074, 0, 30] 
[0, 1593427074, -2, 25] 
[0, 1593427074, -2, 25] 
[9, 1593427074, 0, 25] 
[0, 1593427074, -2, 20] 
[0, 1593427074, -2, 20] 
[9, 1593427074, 0, 20] 
[0, 1593427074, -2, 15] 
[0, 1593427074, -2, 15] 
[9, 1593427074, 0, 15] 
[0, 1593427074, -2, 10] 
[0, 1593427074, -2, 10] 
[9, 1593427074, 0, 10] 
[0, 1593427074, -2, 5] 
[0, 1593427074, -2, 5] 
[9, 1593427074, 0, 5] 
[0, 1593427074, -2, 0] 
[0, 1593427074, -2, 0] 
